date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:35:31	10119/10119	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Sep%202023%2016:34:18%20GMT	https://thepixelcurve.com/html/kidsmart/kidsmart/assets/images/deals-of-this-week/dotw3.png	C:/My%20Web%20Sites/Kid%20Template/thepixelcurve.com/html/kidsmart/kidsmart/assets/images/deals-of-this-week/dotw3.png	(from https://thepixelcurve.com/html/kidsmart/kidsmart/index.html)
12:35:32	13538/13538	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Sep%202023%2021:32:26%20GMT	https://thepixelcurve.com/html/kidsmart/kidsmart/assets/images/categories/category1.png	C:/My%20Web%20Sites/Kid%20Template/thepixelcurve.com/html/kidsmart/kidsmart/assets/images/categories/category1.png	(from https://thepixelcurve.com/html/kidsmart/kidsmart/index.html)
12:35:32	17469/17469	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Sep%202023%2021:33:52%20GMT	https://thepixelcurve.com/html/kidsmart/kidsmart/assets/images/categories/category2.png	C:/My%20Web%20Sites/Kid%20Template/thepixelcurve.com/html/kidsmart/kidsmart/assets/images/categories/category2.png	(from https://thepixelcurve.com/html/kidsmart/kidsmart/index.html)
12:35:32	16534/16534	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Sep%202023%2021:34:10%20GMT	https://thepixelcurve.com/html/kidsmart/kidsmart/assets/images/categories/category3.png	C:/My%20Web%20Sites/Kid%20Template/thepixelcurve.com/html/kidsmart/kidsmart/assets/images/categories/category3.png	(from https://thepixelcurve.com/html/kidsmart/kidsmart/index.html)
12:35:32	15703/15703	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Sep%202023%2021:36:06%20GMT	https://thepixelcurve.com/html/kidsmart/kidsmart/assets/images/categories/category4.png	C:/My%20Web%20Sites/Kid%20Template/thepixelcurve.com/html/kidsmart/kidsmart/assets/images/categories/category4.png	(from https://thepixelcurve.com/html/kidsmart/kidsmart/index.html)
12:35:33	17057/17057	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Sep%202023%2021:36:16%20GMT	https://thepixelcurve.com/html/kidsmart/kidsmart/assets/images/categories/category5.png	C:/My%20Web%20Sites/Kid%20Template/thepixelcurve.com/html/kidsmart/kidsmart/assets/images/categories/category5.png	(from https://thepixelcurve.com/html/kidsmart/kidsmart/index.html)
12:35:33	10326/10326	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Sep%202023%2021:36:24%20GMT	https://thepixelcurve.com/html/kidsmart/kidsmart/assets/images/categories/category6.png	C:/My%20Web%20Sites/Kid%20Template/thepixelcurve.com/html/kidsmart/kidsmart/assets/images/categories/category6.png	(from https://thepixelcurve.com/html/kidsmart/kidsmart/index.html)
12:35:33	2424/2424	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Sep%202023%2022:05:20%20GMT	https://thepixelcurve.com/html/kidsmart/kidsmart/assets/images/discount/discount-shape1.png	C:/My%20Web%20Sites/Kid%20Template/thepixelcurve.com/html/kidsmart/kidsmart/assets/images/discount/discount-shape1.png	(from https://thepixelcurve.com/html/kidsmart/kidsmart/index.html)
12:35:34	78214/78214	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Sep%202023%2016:37:36%20GMT	https://thepixelcurve.com/html/kidsmart/kidsmart/assets/images/discount/discount1.png	C:/My%20Web%20Sites/Kid%20Template/thepixelcurve.com/html/kidsmart/kidsmart/assets/images/discount/discount1.png	(from https://thepixelcurve.com/html/kidsmart/kidsmart/index.html)
12:35:34	2074/2074	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Sep%202023%2022:00:18%20GMT	https://thepixelcurve.com/html/kidsmart/kidsmart/assets/images/discount/discount-shape2.png	C:/My%20Web%20Sites/Kid%20Template/thepixelcurve.com/html/kidsmart/kidsmart/assets/images/discount/discount-shape2.png	(from https://thepixelcurve.com/html/kidsmart/kidsmart/index.html)
